f_0,f_1,h_0,h_1,R_n,R_0,E_phi_0,E_phi_1,E_psi_0,E_psi_1,N_0_0,N_0_1,N_0_2,N_0_3,N_n_0,N_n_1,N_n_2,N_n_3,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7
59,96,95,0,78,76,85,38,3,98,82,64,66,2,68,46,42,24,88,78,16,72,94,48,62,6,34,34,14,64,88,24,68,54
65,38,22,40,48,82,95,85,13,28,32,100,56,98,2,8,62,44,104,26,40,18,14,32,12,102,102,8,102,60,78,2,20,58
101,23,102,82,86,82,42,95,51,49,68,84,94,36,74,14,4,18,4,74,78,28,102,4,86,74,68,14,52,54,58,38,22,14
43,7,95,19,84,78,85,36,51,17,44,2,94,46,56,14,54,60,86,26,98,34,94,10,42,20,88,16,94,88,74,84,30,94
103,80,30,81,24,82,15,29,30,54,82,12,62,74,32,94,48,16,82,38,94,104,6,100,54,28,48,90,60,82,8,80,14,10
42,71,51,17,30,26,21,36,56,72,48,62,2,28,58,88,66,70,0,76,52,58,94,56,50,40,28,84,50,88,56,50,70,46
80,60,50,17,24,90,24,49,47,88,50,60,82,48,76,52,28,22,36,52,68,56,32,60,44,30,60,34,86,72,80,62,70,10
97,101,87,64,16,70,97,62,44,16,22,42,10,50,94,14,64,52,74,96,40,82,4,56,74,42,44,14,8,12,104,18,46,94
104,26,53,25,84,18,68,28,99,38,52,44,76,12,72,38,18,46,20,94,90,10,6,96,100,60,12,10,104,22,34,88,24,56
86,97,61,33,96,22,51,1,57,21,102,46,74,34,42,10,28,68,10,82,50,14,72,6,102,62,68,94,32,30,96,28,72,42
62,25,24,36,10,36,69,22,85,25,70,80,2,74,86,14,2,100,10,100,46,54,26,0,16,6,36,60,72,26,26,74,20,4
44,60,94,57,50,62,99,92,60,15,16,16,16,104,32,8,84,80,96,12,48,52,68,70,80,24,76,82,66,44,36,58,70,98
87,78,19,32,82,102,59,6,38,8,28,24,52,54,18,2,54,86,42,24,74,102,8,70,0,2,98,8,62,48,56,90,20,86
67,46,30,64,28,100,20,12,45,21,54,4,18,10,88,70,96,94,40,6,86,52,30,38,30,28,90,20,30,104,76,32,18,76
55,12,23,80,26,72,25,27,43,103,38,90,98,70,94,64,2,48,34,74,22,76,28,18,26,36,74,2,16,42,14,26,78,56
86,66,1,103,84,50,30,50,0,38,10,6,46,96,40,58,8,74,68,6,18,78,26,64,42,60,76,64,84,66,94,0,6,6
0,96,11,47,32,72,97,44,11,52,32,48,78,82,36,42,72,64,10,50,68,28,8,6,40,18,64,74,8,34,10,82,96,94
58,55,97,26,52,96,69,84,14,100,0,4,44,104,18,78,36,26,72,56,16,80,30,82,54,104,68,6,68,56,100,48,88,98
66,59,95,52,38,62,93,94,51,30,34,68,52,28,76,96,92,54,60,40,70,24,34,6,66,88,16,70,96,42,82,90,36,48
57,41,36,18,40,52,101,13,101,74,98,48,42,22,22,52,82,36,62,10,42,34,66,60,18,14,76,82,40,52,84,60,72,20
31,22,73,35,98,82,40,83,30,101,46,76,90,66,36,64,56,66,66,60,92,38,38,38,100,26,18,10,0,10,6,2,104,96
95,100,73,44,96,50,95,28,67,45,44,66,54,30,28,70,66,68,64,78,0,10,96,42,10,18,98,4,30,46,48,62,74,28
61,88,90,56,70,24,50,88,13,0,12,26,24,56,62,6,32,62,66,40,18,74,44,44,80,88,90,82,76,26,36,82,10,102
73,81,27,69,76,86,16,97,102,81,68,18,20,88,104,100,14,16,12,56,92,40,32,56,12,28,6,76,4,76,82,0,92,46
15,52,2,92,12,20,104,43,81,77,14,0,36,36,14,26,26,26,28,62,52,76,34,24,100,56,102,94,82,50,6,30,96,2
43,84,2,1,90,18,49,57,56,17,104,58,36,8,28,78,60,12,56,96,92,28,58,64,44,22,98,84,38,48,40,0,102,28
18,10,78,22,70,34,57,41,3,24,102,46,2,76,102,30,22,6,6,100,38,10,0,32,60,82,52,44,8,6,92,0,84,98
57,60,92,63,22,46,90,3,59,23,80,72,30,6,92,38,2,96,46,40,88,56,46,84,8,30,64,38,32,26,32,70,22,30
67,46,93,45,96,20,88,85,0,92,18,28,64,54,40,12,46,2,12,42,56,50,100,22,50,48,56,90,66,74,64,18,76,66
20,33,6,60,38,76,22,95,83,63,58,40,12,6,102,2,44,62,98,66,10,72,78,62,26,62,6,42,0,18,16,92,56,24
40,84,65,61,90,34,79,20,90,83,10,14,34,94,96,30,12,28,0,86,76,98,8,90,32,38,78,70,40,10,84,76,44,86
95,5,33,15,86,58,11,55,70,95,22,2,100,50,16,28,86,68,96,52,68,48,78,82,98,62,42,66,52,88,98,16,48,34
61,101,96,86,42,6,71,33,71,63,82,60,68,54,76,54,90,8,66,60,64,10,16,26,104,84,38,4,36,60,48,50,86,2
97,66,46,3,24,18,11,46,82,37,14,0,24,10,76,50,70,32,6,4,82,80,70,66,4,80,62,12,42,102,66,84,48,22
38,67,4,4,88,48,59,1,29,41,34,52,48,74,82,16,74,20,62,46,20,84,0,54,14,42,98,34,96,80,4,70,40,6
94,39,32,98,94,90,14,102,50,13,74,40,4,66,102,24,32,62,52,4,72,30,54,62,26,68,18,10,38,28,36,96,28,76
52,27,38,79,94,48,59,27,98,82,40,90,8,28,76,64,26,78,40,14,104,94,20,86,54,60,26,48,50,48,44,84,48,92
67,103,92,1,62,32,33,22,42,50,78,54,78,48,22,18,46,66,86,28,64,24,34,30,26,34,42,28,64,6,76,18,64,40
61,36,70,77,42,92,74,73,41,45,102,12,80,26,48,8,102,12,80,40,32,102,102,52,56,84,6,98,100,66,86,60,18,78
91,13,28,84,62,46,70,101,19,71,30,0,36,30,62,70,82,92,64,52,84,58,14,72,74,82,26,40,24,76,66,66,40,16
25,30,88,69,48,34,15,30,13,60,58,42,74,64,60,80,102,10,10,30,72,6,36,82,74,10,2,64,0,72,2,60,26,60
96,37,24,81,16,50,55,33,3,97,62,46,86,50,64,54,86,58,74,20,86,52,60,68,28,86,92,2,48,54,90,14,96,102
3,87,84,15,102,14,44,85,8,2,4,74,48,2,60,28,44,46,28,66,12,56,86,100,46,70,100,6,4,42,52,22,44,50
23,18,103,58,32,24,103,53,103,63,22,2,56,76,38,14,98,70,8,22,98,80,4,22,90,14,40,68,40,24,104,20,26,88
70,100,92,43,78,12,40,99,28,5,84,20,8,0,16,22,86,26,92,16,22,100,66,34,64,14,52,92,78,82,98,20,56,58
65,0,46,42,98,24,68,40,87,23,72,68,84,70,38,88,84,26,82,26,4,84,4,12,50,18,36,10,32,8,56,78,8,38
12,76,69,29,88,66,3,8,10,33,62,42,20,84,24,54,56,34,66,24,74,94,102,32,38,78,64,20,40,4,84,90,88,4
92,72,43,5,18,42,18,83,31,99,72,0,12,18,56,48,84,28,70,48,4,14,6,78,104,10,88,32,48,42,100,34,12,6
15,76,93,40,4,34,53,3,93,28,46,18,80,74,82,84,12,42,34,72,50,30,52,52,22,60,74,46,56,44,18,54,66,4
47,61,73,0,102,92,20,33,52,97,46,100,88,86,24,30,80,74,64,88,72,46,30,72,46,44,2,32,82,36,20,70,10,102
87,9,55,46,32,80,102,44,100,61,58,28,26,68,98,84,40,76,100,102,28,52,40,70,100,64,72,54,72,82,46,12,82,36
52,85,90,78,32,50,59,15,26,19,82,44,100,30,30,6,100,44,22,102,92,98,12,12,44,48,24,76,18,78,22,24,4,50
18,23,89,68,98,2,19,0,1,7,86,26,60,34,10,86,84,102,20,74,58,32,28,80,94,102,32,88,86,38,32,2,46,24
5,2,63,45,54,58,98,28,49,91,12,44,104,40,38,62,10,58,42,50,92,0,38,72,34,40,82,84,84,10,48,64,82,12
79,31,75,99,56,68,68,0,54,43,88,104,2,78,36,78,82,50,94,66,18,4,20,84,32,30,32,0,24,40,34,18,6,86
9,48,80,51,94,4,102,56,15,3,104,82,14,54,24,48,52,72,40,76,32,66,26,10,70,92,42,40,14,56,22,30,94,48
10,77,35,39,68,54,27,97,31,38,66,96,2,90,22,40,50,4,54,42,44,42,24,18,52,64,74,104,6,20,16,36,32,98
34,2,20,83,8,50,66,67,67,64,100,68,104,62,86,82,96,24,10,30,82,40,84,94,78,32,6,72,102,54,82,50,84,104
5,67,104,46,14,102,86,39,58,46,42,100,64,14,62,60,42,20,4,4,4,78,10,88,50,62,52,8,86,40,6,78,82,92
15,71,89,55,42,100,13,90,40,19,36,44,104,22,98,58,16,4,88,86,66,52,52,34,76,42,12,30,74,44,96,104,78,34
54,100,21,63,100,30,38,34,18,18,20,4,54,50,80,74,102,46,22,84,86,44,4,42,104,38,26,26,78,24,72,66,50,66
49,29,15,101,12,64,49,11,16,40,92,30,98,78,22,26,92,6,26,2,46,86,24,32,94,66,22,82,82,6,90,64,92,4
43,84,66,57,38,6,53,19,15,103,16,40,84,96,88,2,0,82,40,96,50,24,104,14,84,24,14,16,2,46,60,48,96,22
31,93,72,79,42,30,69,61,12,19,2,86,54,52,52,94,82,100,2,24,48,40,58,56,68,92,30,70,46,102,78,16,28,62
61,76,100,59,38,14,32,100,78,8,44,20,44,18,22,56,38,90,38,6,6,98,92,0,42,36,84,12,88,96,34,8,22,66
49,32,12,66,14,86,86,59,79,78,56,56,38,70,52,10,80,102,34,42,26,60,30,50,104,18,80,66,102,32,28,74,68,54
71,63,11,84,20,64,102,101,34,45,98,104,0,100,8,68,26,48,0,84,4,22,80,62,70,52,104,66,28,72,62,34,18,16
35,11,6,12,100,58,49,6,69,100,2,64,98,102,12,86,72,102,50,68,22,2,98,18,100,12,28,96,32,76,0,92,96,34
60,49,42,35,38,20,16,70,93,20,54,34,98,82,48,92,72,28,70,86,2,72,62,24,72,30,86,96,80,102,70,90,36,100
84,30,30,45,42,90,71,12,63,46,96,76,94,52,102,68,12,28,56,96,82,28,102,12,54,56,88,66,16,24,32,10,20,86
20,7,65,24,22,62,79,93,28,80,2,52,46,12,28,52,32,26,66,66,62,64,14,100,60,66,48,6,56,74,58,82,10,6
70,92,56,92,90,28,97,53,17,31,2,48,66,76,94,38,60,18,38,38,38,40,2,26,26,44,52,14,64,70,42,74,84,56
10,80,102,104,22,42,103,13,79,89,2,92,44,28,44,60,58,56,18,42,84,24,58,92,100,12,6,68,56,14,6,34,26,98
39,19,10,7,48,38,69,77,42,25,20,100,92,42,30,38,104,50,70,22,8,46,66,82,68,26,4,100,104,60,22,4,58,60
80,66,102,1,58,46,42,8,29,53,14,80,50,60,32,38,52,8,0,28,36,24,102,66,48,12,40,96,90,74,22,52,18,94
87,62,59,66,10,86,68,57,61,81,80,52,8,50,60,54,96,34,32,6,66,26,72,56,58,20,92,80,14,46,60,46,30,98
84,75,9,18,84,70,49,67,11,84,52,46,4,74,84,92,92,88,8,88,64,6,62,50,104,44,2,48,50,80,26,18,98,66
64,17,33,17,60,12,27,13,23,5,8,50,52,14,30,80,96,50,92,70,102,28,44,98,80,36,2,76,4,54,88,24,74,8
2,35,87,92,32,12,98,11,15,30,6,36,70,24,8,20,22,34,88,4,46,22,34,30,2,100,84,88,94,40,60,28,78,66
94,36,80,36,16,94,18,38,71,19,72,76,82,6,48,0,24,68,50,50,18,42,46,2,8,74,66,60,88,38,30,68,42,80
96,103,65,0,92,44,56,41,56,52,50,92,102,54,50,86,60,80,28,40,8,12,80,78,28,24,64,32,64,78,56,78,84,6
17,103,41,18,10,18,28,100,12,53,20,30,94,60,98,38,70,36,42,74,42,34,78,14,102,40,98,32,46,90,16,52,24,68
26,19,37,0,30,26,39,53,75,77,12,68,14,16,34,8,34,0,0,78,0,60,34,68,48,50,84,46,12,66,8,84,92,0
50,8,103,33,64,2,26,11,86,92,32,64,26,68,70,36,34,26,100,80,10,32,18,82,18,92,50,18,26,92,88,58,58,52
30,53,73,38,8,84,82,47,17,71,42,0,100,2,60,58,48,2,104,0,8,92,6,38,68,100,78,0,36,40,82,100,46,76
62,71,2,84,16,50,13,75,10,46,24,48,40,38,34,0,62,102,12,82,36,14,38,26,18,58,20,30,98,98,26,36,40,12
9,37,6,4,100,30,38,87,45,48,16,14,42,14,88,70,8,18,90,84,20,44,22,36,94,68,52,82,72,52,22,44,76,30
23,95,31,81,50,20,2,67,72,9,26,14,18,84,2,92,76,92,94,60,102,78,62,38,46,16,50,12,8,32,10,56,66,90
47,18,60,71,24,60,98,17,90,3,62,82,76,78,84,22,42,16,42,62,100,22,50,96,100,90,8,56,86,90,70,70,56,32
37,95,34,88,24,44,76,84,15,41,20,104,14,92,4,100,10,68,66,26,104,74,36,86,32,88,76,68,14,76,28,102,96,8
19,7,89,13,24,44,13,86,20,45,38,26,78,92,16,92,34,68,6,24,12,52,72,52,68,38,48,16,22,38,76,0,56,32
44,99,69,12,30,84,72,70,85,45,16,90,74,58,18,0,86,32,22,36,36,52,34,94,28,28,78,84,100,52,2,16,32,92
93,82,85,19,84,32,41,55,13,32,98,44,16,72,32,68,84,64,50,66,92,90,80,46,104,50,12,104,38,10,88,76,24,46
81,43,7,9,32,54,29,104,82,13,58,50,68,76,48,44,32,14,46,76,40,34,94,94,104,94,28,34,10,44,70,24,28,12
62,34,62,14,74,22,7,59,3,59,64,8,94,10,72,2,42,56,34,36,86,68,36,14,48,54,104,84,104,86,82,98,74,68
32,97,69,69,16,40,35,23,19,103,64,54,2,90,100,2,44,64,62,60,2,0,64,76,76,46,68,52,38,102,84,14,72,20
1,90,74,101,16,48,49,46,19,6,102,96,80,6,66,82,74,38,74,44,58,68,54,88,14,34,54,88,46,78,74,78,66,30
3,38,80,86,8,56,57,5,99,19,76,64,36,64,48,68,10,58,38,82,40,80,78,34,66,46,6,6,22,64,46,36,76,96
13,9,61,81,32,32,76,36,56,92,14,48,80,14,86,24,42,26,56,44,78,32,52,76,20,12,78,86,100,8,2,82,54,30
40,96,19,33,78,98,86,79,71,100,74,4,20,98,64,12,56,50,98,66,26,82,88,16,80,22,32,38,98,32,70,16,6,72
14,82,94,104,94,82,104,32,86,48,0,12,18,36,22,16,96,60,22,8,12,38,98,92,34,58,48,58,34,62,42,14,58,56
77,34,88,24,14,90,71,24,45,58,20,42,90,88,0,20,4,4,86,34,44,50,62,90,4,100,44,88,66,34,26,78,76,104
97,85,77,30,64,80,0,69,50,73,34,2,78,34,30,72,74,4,34,44,70,50,66,62,70,24,20,20,2,20,60,50,48,2
53,11,21,71,74,100,75,43,39,98,98,6,60,68,30,6,82,10,44,66,24,6,82,74,34,96,66,96,16,18,4,78,24,36
16,22,91,75,10,26,25,63,30,42,82,96,2,72,2,80,82,48,76,96,70,24,82,26,100,32,38,96,58,20,98,74,16,98
90,8,51,44,36,2,52,53,25,25,14,0,78,86,54,60,66,104,48,66,100,100,38,2,62,72,102,16,18,62,86,58,48,66
76,23,59,71,92,32,35,78,99,95,102,6,94,84,64,52,94,100,46,16,12,76,16,82,86,4,82,60,72,40,66,64,46,28
79,9,53,29,74,70,25,11,77,78,50,12,2,86,82,2,40,40,20,98,34,38,102,0,34,2,90,62,28,38,92,68,82,44
10,20,55,61,58,14,101,1,41,35,8,96,72,50,42,74,94,74,0,102,10,50,66,26,90,66,74,46,96,22,78,98,52,28
19,46,97,61,34,76,45,67,48,73,68,52,70,50,68,36,4,28,58,84,74,92,66,0,74,30,88,16,30,96,38,64,72,92
29,19,82,24,48,86,37,44,71,98,26,74,102,38,102,4,56,32,88,90,88,88,38,66,68,102,92,62,70,96,104,74,46,0
62,77,41,16,72,60,44,41,84,85,8,8,2,30,38,94,6,30,8,54,92,86,46,72,74,36,34,14,74,64,98,104,36,40
22,85,41,16,48,56,78,95,98,65,88,102,28,6,28,62,70,68,64,42,66,2,78,88,8,46,30,46,92,72,94,20,44,76
24,60,16,104,38,102,98,0,17,79,66,38,86,34,92,74,62,14,18,16,70,46,4,50,42,76,2,44,92,60,96,10,32,72
95,3,53,14,2,90,92,45,100,99,100,68,70,52,58,36,82,4,102,40,48,4,64,52,4,8,102,40,10,68,88,104,20,24
2,39,100,25,48,50,91,76,26,53,44,64,68,16,82,8,50,62,90,86,32,70,62,68,62,94,28,18,104,80,40,76,60,82
31,17,71,104,96,100,1,82,31,82,32,84,14,26,6,90,82,10,30,4,4,18,36,28,90,80,58,14,54,90,104,68,24,74
65,87,13,58,64,4,94,35,96,59,104,66,66,94,76,92,72,36,58,28,90,76,32,62,46,38,30,12,62,80,64,26,38,20
41,62,28,93,38,80,66,43,11,36,100,70,10,100,92,90,92,38,0,26,74,102,64,12,70,36,46,72,24,100,50,102,22,22
66,66,48,91,58,90,59,42,16,57,4,60,36,48,58,28,20,20,60,66,74,64,58,8,46,92,78,40,74,68,68,24,0,12
76,25,16,69,86,24,97,71,6,95,18,90,70,4,78,62,26,46,60,104,102,62,72,10,48,80,70,84,42,24,52,50,84,36
33,73,103,20,78,82,14,104,32,71,64,12,28,98,32,98,38,100,82,70,30,94,44,80,30,76,0,78,88,0,60,28,98,22
82,46,2,2,6,74,102,33,28,67,48,76,52,52,58,64,50,22,10,54,0,84,72,64,102,14,98,32,16,14,104,56,56,104
5,42,15,37,78,20,21,95,53,38,30,88,54,36,2,56,64,86,62,96,100,10,74,88,86,2,60,4,12,34,72,82,92,90
43,15,28,40,4,24,57,57,92,81,8,16,32,72,52,96,26,66,98,102,76,26,12,12,0,6,96,58,98,32,58,24,8,42
56,103,57,10,82,82,29,29,64,74,10,86,76,10,84,0,66,38,70,78,36,34,60,88,40,50,64,36,52,44,90,60,84,12
83,22,49,33,88,18,95,56,0,38,26,50,12,34,6,74,20,80,84,12,10,14,12,42,90,58,54,14,86,38,26,74,104,74
42,86,73,4,12,26,37,4,24,59,98,42,62,58,82,38,8,8,0,68,24,22,76,98,10,44,82,22,30,64,68,2,42,78
88,83,18,35,76,50,12,22,14,31,88,88,48,14,10,74,14,4,70,88,88,14,10,78,94,90,40,34,4,56,66,86,88,40
104,59,51,86,46,54,16,56,97,88,64,48,4,30,16,74,104,82,96,62,62,48,68,48,52,56,42,34,82,36,14,90,100,66
32,83,50,22,4,50,58,10,43,26,24,100,4,0,80,2,74,26,8,74,0,8,42,104,46,46,60,62,62,54,0,88,100,56
25,18,56,16,34,68,85,21,10,2,72,84,100,30,88,2,28,76,22,98,40,10,98,2,48,90,76,72,16,28,14,92,72,16
58,64,32,49,64,8,82,61,55,88,104,32,48,4,14,88,64,30,78,56,100,28,10,8,10,18,38,60,40,28,90,4,102,66
79,15,99,34,52,78,1,8,2,103,52,86,92,36,14,10,48,8,14,10,0,54,104,100,24,52,24,2,88,96,48,10,2,34
16,66,104,9,72,62,71,50,56,3,8,50,24,36,12,18,18,64,18,26,56,38,20,6,40,90,72,90,76,54,102,18,84,4
92,75,39,53,18,60,94,45,67,1,0,34,54,10,70,20,86,64,16,74,74,12,56,40,44,76,88,84,58,86,62,38,68,58
24,6,59,66,14,32,93,90,47,77,90,56,66,70,74,74,76,58,38,86,104,44,30,56,0,44,40,104,42,92,42,72,2,48
69,47,104,94,72,22,25,56,14,58,2,66,38,62,88,76,102,24,52,60,86,0,0,18,32,22,74,16,80,34,48,20,66,70
93,27,80,87,22,54,3,5,8,23,74,38,48,46,26,0,94,98,58,42,96,24,18,46,74,26,52,74,64,2,30,22,26,20
85,62,23,59,60,52,59,19,40,76,70,16,104,104,28,48,82,0,32,104,8,92,6,40,38,74,64,46,36,44,70,70,30,8
104,38,14,82,32,68,77,104,66,84,88,78,82,92,10,34,86,62,8,84,54,96,60,12,16,74,88,70,32,66,88,100,6,6
3,87,13,39,24,30,102,67,38,24,36,32,20,84,14,76,30,8,82,48,14,102,2,70,64,88,48,36,96,6,28,30,78,40
51,26,1,34,16,92,7,65,62,3,4,4,76,6,92,84,0,104,104,42,22,72,66,52,68,2,8,6,34,52,48,0,30,62
63,60,22,53,40,82,37,2,26,33,2,66,72,92,96,58,2,24,100,22,98,58,66,86,96,50,28,94,40,64,50,4,44,104
98,31,23,51,66,92,3,58,0,42,50,48,56,64,26,34,24,12,52,98,70,12,34,52,10,66,38,6,62,54,12,92,104,94
26,16,95,9,68,28,43,84,81,16,2,24,80,8,26,18,100,56,68,98,88,32,54,104,32,80,34,84,102,58,40,84,82,22
91,44,64,40,84,20,13,2,50,84,68,100,20,52,16,70,84,24,14,18,22,94,68,4,12,94,94,6,20,26,72,92,82,54
94,31,21,49,70,28,66,93,23,36,18,68,38,28,22,78,26,6,72,20,100,8,10,80,86,34,82,28,30,64,84,4,54,10
69,71,49,59,102,96,23,91,44,49,38,12,72,56,72,84,92,40,32,4,60,16,2,74,90,60,48,50,42,64,46,88,72,94
77,63,65,95,2,40,41,3,33,104,22,2,56,74,36,54,68,2,50,56,36,2,44,18,74,96,62,74,78,76,28,92,52,80
81,85,33,81,22,90,80,80,4,51,80,104,60,58,18,76,20,10,2,86,10,96,94,72,64,66,68,18,56,74,72,36,40,100
31,52,9,35,60,56,59,49,100,20,94,66,56,54,102,28,68,66,64,62,30,62,88,2,38,30,60,16,28,40,54,82,92,6
53,80,58,12,88,96,104,98,24,93,16,44,50,38,44,96,86,24,94,22,78,72,38,80,34,68,82,16,102,52,38,14,12,26
12,61,68,102,98,8,54,17,99,33,18,2,100,70,100,24,64,22,80,12,60,98,40,98,46,64,86,66,0,36,14,76,42,70
37,72,66,43,62,96,24,48,104,98,24,88,92,16,30,104,34,70,30,40,82,92,0,18,16,102,10,12,98,38,88,44,74,62
48,17,64,3,52,32,19,49,66,35,2,64,90,26,78,82,8,76,66,36,84,34,44,76,6,64,80,82,22,104,4,78,96,36
34,7,25,22,98,96,58,4,17,104,6,68,22,14,46,52,36,50,24,74,42,52,20,54,104,8,32,40,32,46,60,98,4,34
78,47,93,32,14,16,47,74,8,8,32,90,4,82,10,6,10,86,18,62,44,100,12,96,58,40,32,98,80,72,68,62,14,92
62,43,38,48,16,34,14,13,43,48,24,34,78,50,14,30,64,84,56,36,40,14,0,22,42,102,80,20,92,30,70,78,90,82
100,23,102,93,102,76,46,78,8,33,0,28,18,4,6,16,40,86,62,18,40,22,38,72,40,20,2,56,18,74,90,92,90,48
85,60,27,17,70,38,30,83,33,17,2,64,78,48,60,104,30,32,0,20,16,10,62,10,82,76,12,22,66,66,8,84,68,80
73,96,49,34,74,54,12,40,13,83,52,98,96,88,26,82,30,10,96,30,12,8,14,40,12,40,96,10,56,18,104,60,88,10
9,85,80,45,14,34,61,50,95,88,86,54,66,92,80,42,4,32,62,18,46,22,12,32,22,52,70,48,80,78,90,14,82,92
37,4,49,85,28,80,26,101,103,56,60,34,90,74,28,16,24,70,24,34,58,34,32,2,80,72,34,34,66,44,68,18,20,20
73,13,12,6,90,70,47,43,77,16,92,40,8,102,88,26,24,46,86,36,30,76,88,18,62,12,80,20,44,80,48,92,52,32
89,88,60,88,36,62,33,15,60,58,48,12,60,90,22,56,94,50,74,104,70,70,2,26,6,82,38,68,96,52,48,70,54,44
83,35,43,47,30,28,14,25,12,45,26,30,80,44,88,68,92,12,60,70,44,72,46,54,32,72,68,36,46,90,26,60,34,28
1,24,37,14,44,66,88,88,43,24,48,50,80,76,32,42,24,54,72,90,104,30,16,82,18,8,64,46,48,94,54,98,86,94
46,49,51,59,28,48,39,9,71,36,56,74,68,66,70,2,60,8,64,68,34,16,38,78,0,64,52,90,24,48,104,26,98,56
31,8,91,44,24,28,87,54,92,60,10,98,72,36,88,28,62,8,76,30,74,80,70,2,72,2,64,96,46,44,82,70,82,70
31,102,3,65,84,90,23,5,38,25,70,74,12,30,64,28,88,50,74,16,100,56,46,52,74,80,26,76,104,38,90,62,100,18
74,28,11,91,92,100,37,61,70,102,56,18,14,16,34,94,38,94,48,78,64,54,10,66,46,38,12,86,16,42,6,48,46,30
81,6,97,40,16,22,58,8,98,32,98,94,22,90,20,36,22,18,70,66,50,86,22,30,42,96,76,22,92,22,68,30,94,56
0,104,49,101,12,92,59,104,31,69,56,60,26,30,6,92,32,14,78,92,54,46,34,50,40,10,4,20,58,66,60,70,74,74
28,44,50,25,54,32,16,12,70,35,102,52,102,18,68,70,62,6,38,70,46,56,8,26,54,40,14,60,36,70,0,68,82,58
17,25,72,64,68,8,48,93,58,15,102,18,90,64,96,96,14,32,58,86,46,26,58,62,104,100,36,80,38,94,22,34,16,60
43,25,19,66,100,54,22,23,24,85,32,12,6,36,78,104,26,12,64,102,18,56,90,50,20,10,66,8,20,36,48,50,58,26
10,26,2,67,18,82,11,48,38,28,52,78,88,8,60,102,62,92,90,6,104,56,52,82,74,60,96,62,82,66,100,64,64,68
8,87,19,90,98,42,68,47,20,36,8,62,60,78,100,34,18,68,68,102,56,16,62,90,34,92,80,44,86,32,94,8,96,96
49,54,62,18,66,72,35,3,7,85,70,14,8,84,86,26,34,78,76,46,58,68,42,52,68,78,8,6,62,94,48,102,60,26
25,88,12,65,88,6,100,96,28,6,96,50,0,60,52,2,10,70,36,34,62,28,46,26,60,28,42,52,4,52,16,74,18,84
90,5,90,96,2,90,57,44,16,77,14,94,98,20,20,94,34,30,70,86,60,6,104,68,94,60,20,86,4,50,8,10,8,6
53,28,37,93,80,50,1,83,7,40,28,46,76,54,44,90,36,76,98,16,8,28,2,102,20,70,98,16,0,0,44,50,30,4
97,34,100,26,18,48,68,85,28,6,24,14,38,48,82,10,96,24,62,26,54,54,40,82,88,50,66,24,8,100,64,30,32,2
96,10,15,24,12,52,19,103,91,96,12,50,56,46,38,76,52,2,36,80,64,4,8,24,80,16,64,88,66,62,98,68,42,20
83,32,77,48,88,98,21,11,44,53,34,74,40,60,34,64,24,56,38,70,26,80,76,84,0,56,88,82,70,94,14,26,26,20
58,13,42,22,32,96,24,55,15,83,66,88,36,86,66,6,14,24,12,104,96,2,52,36,6,66,16,30,28,64,92,34,0,92
101,26,77,60,54,70,67,38,1,57,60,18,20,30,68,80,30,14,80,16,66,92,96,66,44,98,62,44,104,42,48,38,74,36
63,66,69,16,22,48,102,60,49,78,26,26,34,84,22,24,24,98,26,84,96,18,40,46,96,26,8,68,38,104,26,14,102,102
91,82,62,65,28,28,32,49,70,95,18,24,62,88,58,86,72,14,10,70,100,46,26,104,104,84,82,70,88,58,14,24,56,32
41,66,54,39,76,34,43,57,91,22,42,80,14,82,102,36,56,96,68,104,2,102,58,62,98,78,4,34,88,66,92,58,48,72
91,11,2,43,20,10,19,86,50,97,26,28,30,80,28,70,28,14,2,76,100,58,66,2,100,42,88,46,62,82,40,78,32,98
97,9,2,55,30,80,27,98,34,77,94,88,6,8,20,20,2,6,16,50,82,84,102,50,30,56,88,66,64,58,66,40,90,64
86,7,69,65,42,50,29,65,43,24,90,70,96,56,50,62,0,92,94,46,94,4,76,88,38,84,10,100,40,90,92,82,42,36
75,104,61,93,52,100,30,33,8,69,2,90,2,102,88,92,60,64,58,20,96,10,78,90,38,16,72,50,74,12,90,0,6,34
84,1,25,24,66,44,24,84,38,11,62,52,34,64,60,84,100,4,42,46,22,100,12,74,50,20,54,20,64,60,52,38,72,70
97,34,83,103,98,102,99,28,96,76,12,98,4,74,20,88,0,26,6,16,14,90,104,0,84,32,80,36,12,6,40,76,60,46
89,34,33,20,22,4,78,59,95,0,84,30,14,56,20,32,44,50,26,96,54,94,26,82,72,6,104,46,44,60,74,70,86,12
11,50,10,95,8,102,21,16,98,104,92,36,52,86,24,30,76,82,100,34,102,2,74,42,32,90,102,52,10,22,98,54,4,68
59,18,98,36,36,56,9,99,62,5,32,40,88,38,64,26,56,56,84,78,50,92,36,48,90,54,58,98,20,24,66,102,86,70
43,18,96,87,42,68,3,84,4,29,70,34,40,42,30,4,48,52,54,84,48,102,70,76,66,92,44,20,82,26,88,30,62,16
23,56,56,22,16,40,17,24,46,104,88,0,98,10,68,102,38,26,10,16,34,100,56,44,38,4,68,46,46,64,22,78,56,8
73,80,59,98,66,76,42,12,18,90,28,6,56,28,52,104,2,38,94,26,56,76,24,62,36,76,20,30,64,30,54,4,96,96
